,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,kelas
5423,P,HUK,G3,SMTA,PSN,PSN,IPS1_SM,IPS2_M,IPK_CUM-LTW
5426,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,IPK_SM-LLW
5430,L,HUK,G3,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5435,P,HUK,G3,SRJN,PDG,LL,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5437,P,HUK,G4,SRJN,PNS,PDG,IPS1_M,IPS2_SM,IPK_SM-LLW
5439,L,HUK,G3,LL,PDG,LL,IPS1_SM,IPS2_M,IPK_SM-LTW
5440,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
5443,L,HUK,G1,SMTA,LL,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
5444,P,HUK,G2,SMTA,PDG,LL,IPS1_SM,IPS2_KM,IPK_SM-LLW
5450,P,HUK,G3,SRJN,GRD,PSN,IPS1_M,IPS2_KM,IPK_SM-LTW
5452,L,HUK,G1,SRJN,LL,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5453,L,HUK,G2,SMTA,LL,BPN,IPS1_M,IPS2_KM,IPK_SM-LLW
5456,P,HUK,G4,SRJN,LL,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5457,P,HUK,G6,SRJN,PDG,PDG,IPS1_KM,IPS2_M,IPK_SM-LTW
5463,L,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
5465,L,HUK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,IPK_SM-LTW
5467,L,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5478,P,HUK,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5480,P,HUK,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,IPK_SM-LLW
5491,L,HUK,G3,SMP,PDG,PDG,IPS1_M,IPS2_KM,IPK_SM-LTW
5492,P,HUK,G3,SMP,PDG,PDG,IPS1_SM,IPS2_M,IPK_CUM-LTW
5493,P,HUK,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5497,P,HUK,G2,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
5500,L,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5505,L,HUK,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,IPK_KM-LLW
5507,P,HUK,G2,SD,LL,PS,IPS1_SM,IPS2_KM,IPK_SM-LTW
5520,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5523,L,HUK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
5524,L,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5526,P,HUK,G1,SD,LL,BPN,IPS1_M,IPS2_SM,IPK_CUM-LLW
5527,P,HUK,G3,SRJN,LL,PS,IPS1_M,IPS2_M,IPK_SM-LTW
5529,L,HUK,G3,SMTA,PDG,LL,IPS1_KM,IPS2_KM,IPK_SM-LLW
5532,L,HUK,G4,SRJN,PS,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5535,P,HUK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_M,IPK_SM-LTW
5540,P,HUK,G3,SMTA,PS,PS,IPS1_M,IPS2_SM,IPK_CUM-LTW
5542,L,HUK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,IPK_SM-LTW
5544,P,HUK,G2,SD,PDG,PDG,IPS1_M,IPS2_SM,IPK_SM-LTW
5545,L,HUK,G4,SRJN,PDG,PDG,IPS1_KM,IPS2_M,IPK_SM-LLW
5550,P,HUK,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LLW
5554,P,HUK,G3,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5556,P,HUK,G1,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
5560,P,HUK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_M,IPK_SM-LLW
5564,P,HUK,G4,SMTA,PDG,PDG,IPS1_M,IPS2_M,IPK_SM-LLW
5566,L,HUK,G5,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,IPK_KM-LLW
5569,P,HUK,G2,SRJN,GRD,PSN,IPS1_M,IPS2_M,IPK_SM-LTW
5570,L,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5572,L,HUK,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
5574,L,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_M,IPK_M-LLW
5579,P,HUK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_M,IPK_CUM-LLW
5581,L,HUK,G3,SMTA,PS,PDG,IPS1_M,IPS2_M,IPK_SM-LLW
5582,L,HUK,G5,SRJN,GRD,LL,IPS1_KM,IPS2_SM,IPK_SM-LLW
5585,L,HUK,G3,SRJN,PNS,PS,IPS1_M,IPS2_M,IPK_SM-LTW
5588,P,HUK,G5,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
5594,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5596,P,HUK,G2,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
5600,L,HUK,G3,SD,PDG,PSN,IPS1_KM,IPS2_KM,IPK_SM-LTW
5605,L,HUK,G6,SRJN,PDG,PNS,IPS1_M,IPS2_CUM,IPK_CUM-LTW
5608,P,HUK,G3,SRJN,GRD,LL,IPS1_M,IPS2_SM,IPK_SM-LTW
5609,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5610,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5616,P,HUK,G4,SMTA,PDG,PS,IPS1_KM,IPS2_M,IPK_SM-LLW
5617,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5620,L,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5621,L,HUK,G4,SRJN,PS,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5622,P,HUK,G2,SRJN,PS,PS,IPS1_KM,IPS2_M,IPK_SM-LLW
5623,P,HUK,G6,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5624,P,HUK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,IPK_SM-LLW
5625,L,HUK,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5629,P,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5631,P,HUK,G7,SRJN,PDG,PSN,IPS1_KM,IPS2_KM,IPK_M-LLW
5633,L,HUK,G4,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5637,P,HUK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,IPK_SM-LTW
5650,L,HUK,G7,SMTA,PS,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5652,P,HUK,G6,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,IPK_KM-LLW
5657,L,HUK,G5,SRJN,PNS,ABRI,IPS1_KM,IPS2_KM,IPK_KM-LLW
5658,P,HUK,G3,SMTA,PDG,PS,IPS1_KM,IPS2_KM,IPK_SM-LTW
5660,P,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_SM,IPK_SM-LTW
5667,L,HUK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LLW
5669,L,HUK,G3,SRJN,PNS,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
5677,P,HUK,G4,SRJN,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LTW
5679,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5682,P,HUK,G3,SRJN,GRD,ABRI,IPS1_KM,IPS2_M,IPK_SM-LTW
5684,L,HUK,G3,SRJN,PNS,PNS,IPS1_M,IPS2_SM,IPK_SM-LTW
5687,L,HUK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_SM,IPK_SM-LLW
5688,P,HUK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LTW
5689,L,HUK,G2,SMTA,LL,GRD,IPS1_KM,IPS2_KM,IPK_M-LLW
5691,L,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5692,L,HUK,G4,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5694,L,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,IPK_SM-LTW
5695,L,HUK,G3,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5700,P,HUK,G3,SMTA,LL,PS,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
5701,L,HUK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5707,L,HUK,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5713,L,HUK,G3,SRJN,PNS,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5714,L,HUK,G3,SMP,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5724,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5726,P,HUK,G4,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_KM-LLW
5732,L,HUK,G5,SMTA,LL,PNS,IPS1_KM,IPS2_M,IPK_M-LLW
5733,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_M,IPK_CUM-LLW
5734,L,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5736,P,HUK,G5,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LTW
5738,P,HUK,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_SM,IPK_SM-LLW
5741,P,HUK,G5,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5744,L,HUK,G5,SRJN,PS,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5749,P,HUK,G4,SMTA,PDG,PS,IPS1_KM,IPS2_SM,IPK_SM-LTW
5750,L,HUK,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
5752,L,HUK,G4,SRJN,PNS,PSN,IPS1_KM,IPS2_KM,IPK_KM-LLW
5759,L,HUK,G4,SRJN,PNS,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5761,L,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
5762,L,HUK,G4,SRJN,LL,ABRI,IPS1_M,IPS2_KM,IPK_SM-LLW
5765,P,HUK,G6,SMTA,PDG,PS,IPS1_SM,IPS2_M,IPK_CUM-LTW
5767,L,HUK,G4,SMTA,LL,PNS,IPS1_M,IPS2_KM,IPK_SM-LLW
5768,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5769,L,HUK,G6,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,IPK_SM-LLW
5772,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5785,L,HUK,G2,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LLW
5792,L,HUK,G5,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_CUM-LTW
5796,L,HUK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5798,L,HUK,G6,SRJN,PNS,PNS,IPS1_M,IPS2_KM,IPK_SM-LLW
5800,P,HUK,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_M,IPK_SM-LTW
5803,L,HUK,G2,SMTA,BPN,BPN,IPS1_SM,IPS2_M,IPK_SM-LLW
5807,P,HUK,G4,SRJN,PNS,PS,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
5808,P,HUK,G5,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5809,L,HUK,G3,SRJN,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5813,L,HUK,G4,SRJN,PNS,PSN,IPS1_M,IPS2_SM,IPK_SM-LLW
5814,P,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
5817,L,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_KM,IPK_SM-LTW
5818,L,HUK,G5,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5819,P,HUK,G3,SRJN,PS,PS,IPS1_SM,IPS2_M,IPK_SM-LTW
5820,P,HUK,G5,SMP,LL,PDG,IPS1_M,IPS2_KM,IPK_SM-LTW
5823,P,HUK,G4,SRJN,LL,PS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5826,L,HUK,G3,SD,BPN,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
5827,L,HUK,G7,SMP,PDG,PNS,IPS1_KM,IPS2_KM,IPK_SM-LTW
5830,L,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
5831,P,HUK,G5,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5832,L,HUK,G4,SRJN,GRD,LL,IPS1_KM,IPS2_KM,IPK_SM-LLW
5833,L,HUK,G4,SMTA,LL,ABRI,IPS1_M,IPS2_KM,IPK_SM-LTW
5836,P,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5837,P,HUK,G4,SRJN,PNS,GRD,IPS1_CUM,IPS2_M,IPK_CUM-LC
5838,P,HUK,G5,SRJN,PDG,PDG,IPS1_CUM,IPS2_SM,IPK_CUM-LC
5840,P,HUK,G2,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LLW
5841,L,HUK,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,IPK_SM-LLW
5845,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
5848,L,HUK,G5,SRJN,PS,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5851,L,HUK,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,IPK_SM-LLW
5852,P,HUK,G3,SD,LL,PS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5853,P,HUK,G4,SMP,PDG,PNS,IPS1_M,IPS2_SM,IPK_SM-LTW
5855,P,HUK,G6,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
5856,L,HUK,G6,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5859,P,HUK,G2,SMTA,PNS,PSN,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
5860,P,HUK,G4,SRJN,PS,GRD,IPS1_SM,IPS2_KM,IPK_CUM-LTW
5861,P,HUK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LTW
5864,P,HUK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5868,P,HUK,G1,SMTA,PDG,PDG,IPS1_M,IPS2_KM,IPK_SM-LLW
5870,L,HUK,G3,SMTA,PNS,PNS,IPS1_M,IPS2_KM,IPK_SM-LTW
5872,P,HUK,G5,SMTA,PDG,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5875,L,HUK,G4,SMTA,LL,PDG,IPS1_M,IPS2_KM,IPK_SM-LLW
5877,P,HUK,G4,SMTA,PNS,PS,IPS1_CUM,IPS2_SM,IPK_SM-LLW
5880,L,HUK,G4,SMTA,PNS,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
5881,L,HUK,G4,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LLW
5889,P,HUK,G3,SRJN,PS,PS,IPS1_CUM,IPS2_SM,IPK_CUM-LLW
5890,P,HUK,G2,SMTA,PS,PS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5891,L,HUK,G4,SMTA,LL,PDG,IPS1_M,IPS2_SM,IPK_CUM-LC
5893,P,HUK,G2,LL,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LTW
5898,L,HUK,G3,SD,PDG,PDG,IPS1_SM,IPS2_M,IPK_SM-LLW
5901,L,HUK,G2,SMTA,PDG,PDG,IPS1_M,IPS2_KM,IPK_SM-LLW
5903,P,HUK,G3,SRJN,PS,PNS,IPS1_KM,IPS2_M,IPK_SM-LC
5905,P,HUK,G4,SMTA,LL,PNS,IPS1_M,IPS2_CUM,IPK_SM-LC
5906,L,HUK,G4,SRJN,PNS,PNS,IPS1_M,IPS2_KM,IPK_SM-LTW
5909,P,HUK,G3,SMTA,LL,LL,IPS1_M,IPS2_SM,IPK_SM-LTW
5911,L,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_M-LLW
5912,L,HUK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,IPK_M-LLW
5915,P,HUK,G7,SRJN,LL,LL,IPS1_CUM,IPS2_SM,IPK_CUM-LC
5916,P,HUK,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_M,IPK_CUM-LTW
5919,L,HUK,G3,SMTA,PDG,PSN,IPS1_SM,IPS2_KM,IPK_SM-LLW
5926,P,HUK,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,IPK_CUM-LLW
5935,P,HUK,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LTW
5938,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_KM-LLW
5940,P,HUK,G4,SRJN,PDG,GRD,IPS1_SM,IPS2_M,IPK_CUM-LTW
5947,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LLW
5949,P,HUK,G3,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
5951,L,HUK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LTW
5952,L,HUK,G3,SRJN,PNS,PDG,IPS1_SM,IPS2_M,IPK_SM-LLW
5953,L,HUK,G4,SRJN,PNS,PS,IPS1_KM,IPS2_KM,IPK_SM-LTW
5959,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5964,L,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,IPK_KM-LLW
5965,P,HUK,G5,SMTA,PDG,PDG,IPS1_M,IPS2_M,IPK_SM-LLW
5966,P,HUK,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5970,P,HUK,G2,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,IPK_CUM-LLW
5972,P,HUK,G3,SMTA,GRD,GRD,IPS1_M,IPS2_M,IPK_CUM-LTW
5973,L,HUK,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_M,IPK_SM-LLW
5977,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5980,P,HUK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,IPK_SM-LTW
5983,P,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,IPK_CUM-LTW
5989,P,HUK,G2,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,IPK_SM-LTW
5990,P,HUK,G5,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5992,P,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5995,P,HUK,G5,SMTA,LL,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5996,P,HUK,G3,SRJN,LL,GRD,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6002,P,HUK,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6004,L,HUK,G3,SMTA,PSN,PDG,IPS1_M,IPS2_KM,IPK_SM-LLW
6005,P,HUK,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6007,P,HUK,G3,SRJN,PDG,PDG,IPS1_M,IPS2_M,IPK_SM-LTW
6008,P,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
6013,P,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,IPK_CUM-LTW
6014,P,HUK,G5,SD,LL,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LC
6016,L,HUK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_M,IPK_SM-LLW
6019,L,HUK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
6021,P,HUK,G3,SMTA,GRD,GRD,IPS1_KM,IPS2_M,IPK_SM-LC
6023,P,HUK,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_CUM,IPK_CUM-LC
6026,L,HUK,G4,SRJN,LL,PSN,IPS1_SM,IPS2_KM,IPK_SM-LC
6027,L,HUK,G4,SMTA,LL,PSN,IPS1_M,IPS2_KM,IPK_SM-LLW
6028,P,HUK,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_KM,IPK_SM-LTW
6029,P,HUK,G7,SRJN,LL,PS,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
6032,P,HUK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,IPK_SM-LC
6033,L,HUK,G5,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6034,L,HUK,G7,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LTW
6037,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
6043,L,HUK,G3,SMP,LL,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
6045,L,HUK,G5,SRJN,PNS,PNS,IPS1_KM,IPS2_M,IPK_M-LLW
6046,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_M,IPK_SM-LTW
6047,P,HUK,G2,SRJN,PS,LL,IPS1_SM,IPS2_M,IPK_CUM-LTW
6053,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,IPK_SM-LLW
6061,L,HUK,G4,SMTA,PDG,PS,IPS1_SM,IPS2_KM,IPK_SM-LTW
6069,L,HUK,G2,SMTA,PSN,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
6072,P,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,IPK_SM-LTW
6073,P,HUK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,IPK_SM-LLW
6076,L,HUK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_KM,IPK_SM-LLW
6078,L,HUK,G4,SRJN,PNS,LL,IPS1_KM,IPS2_SM,IPK_SM-LTW
6080,P,HUK,G4,SMTA,PS,PS,IPS1_M,IPS2_KM,IPK_CUM-LTW
6090,L,HUK,G2,LL,LL,LL,IPS1_KM,IPS2_M,IPK_SM-LTW
6091,L,HUK,G4,SMTA,LL,ABRI,IPS1_M,IPS2_M,IPK_SM-LLW
6093,P,HUK,G4,SMTA,LL,PSN,IPS1_SM,IPS2_M,IPK_CUM-LTW
6096,P,HUK,G4,SRJN,PNS,PS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6102,L,HUK,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_M,IPK_SM-LTW
6109,L,HUK,G4,SMTA,PS,PS,IPS1_KM,IPS2_KM,IPK_SM-LTW
6114,P,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_SM,IPK_SM-LTW
6115,L,HUK,G4,SRJN,LL,PNS,IPS1_SM,IPS2_M,IPK_SM-LC
6118,P,HUK,G2,SD,LL,PS,IPS1_M,IPS2_CUM,IPK_CUM-LC
6124,P,HUK,G3,SRJN,PS,PNS,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
6125,P,HUK,G3,SMTA,LL,GRD,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6126,P,HUK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_M,IPK_SM-LTW
6127,L,HUK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,IPK_SM-LTW
6145,L,HUK,G3,SRJN,PDG,LL,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6146,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_M,IPK_SM-LTW
6149,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
6152,L,HUK,G4,SMTA,PNS,ABRI,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6154,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
6156,P,HUK,G4,SRJN,LL,GRD,IPS1_SM,IPS2_M,IPK_SM-LTW
6164,P,HUK,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LTW
6167,L,HUK,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_M,IPK_SM-LLW
6172,P,HUK,G1,SD,LL,PSN,IPS1_M,IPS2_KM,IPK_SM-LTW
6173,P,HUK,G3,SRJN,PSN,PSN,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
6175,P,HUK,G4,SRJN,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
6176,L,HUK,G4,SRJN,PNS,PS,IPS1_M,IPS2_CUM,IPK_CUM-LTW
6182,L,HUK,G2,SMP,LL,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
6186,P,HUK,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
6187,P,HUK,G4,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
6192,P,HUK,G3,SMTA,PDG,LL,IPS1_SM,IPS2_M,IPK_SM-LLW
6193,L,HUK,G3,SRJN,GRD,PDG,IPS1_M,IPS2_KM,IPK_SM-LTW
6194,P,HUK,G5,SRJN,LL,PDG,IPS1_KM,IPS2_M,IPK_SM-LTW
6201,L,HUK,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,IPK_SM-LLW
6202,L,HUK,G4,SRJN,PNS,PNS,IPS1_M,IPS2_SM,IPK_SM-LTW
6206,P,HUK,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,IPK_SM-LLW
6207,P,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_M,IPK_SM-LLW
6208,L,HUK,G5,SMTA,PDG,ABRI,IPS1_M,IPS2_KM,IPK_SM-LLW
6210,L,HUK,G5,SRJN,GRD,GRD,IPS1_M,IPS2_M,IPK_M-LLW
6214,L,HUK,G4,SRJN,PS,LL,IPS1_KM,IPS2_KM,IPK_SM-LLW
6219,L,HUK,G5,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
6220,P,HUK,G6,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,IPK_SM-LTW
6224,P,HUK,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
6227,P,HUK,G4,SRJN,PNS,PS,IPS1_SM,IPS2_SM,IPK_SM-LTW
6232,P,HUK,G1,SMP,BPN,LL,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
