,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
1135,P,HUK,G4,SMTA,LL,PNS,IPK_CUM
1136,L,HUK,G3,SMTA,LL,PS,IPK_SM
1137,L,HUK,G2,SMTA,PS,LL,IPK_SM
1138,P,HUK,G2,SMTA,LL,PDG,IPK_SM
1139,P,HUK,G3,SMTA,LL,PNS,IPK_CUM
1140,P,HUK,G4,SRJN,GRD,GRD,IPK_SM
1141,P,HUK,G3,SMTA,LL,PDG,IPK_CUM
1142,P,HUK,G3,SMTA,PNS,PNS,IPK_CUM
1143,L,HUK,G5,SRJN,GRD,LL,IPK_SM
1144,P,HUK,G3,SMP,LL,PS,IPK_SM
1145,P,HUK,G5,SMTA,LL,PS,IPK_CUM
1146,L,HUK,G4,SRJN,GRD,ABRI,IPK_SM
1147,P,HUK,G4,SMTA,LL,PS,IPK_CUM
1148,P,HUK,G4,SRJN,GRD,GRD,IPK_SM
1149,L,HUK,G3,SRJN,GRD,PNS,IPK_SM
1150,L,HUK,G4,SMTA,LL,GRD,IPK_SM
1151,P,HUK,G5,SRJN,PNS,PNS,IPK_CUM
1152,P,HUK,G4,SMTA,PSN,PSN,IPK_SM
1153,L,HUK,G6,SRJN,PDG,PNS,IPK_CUM
1154,L,HUK,G4,SRJN,PS,PNS,IPK_SM
1155,P,HUK,G4,SMTA,LL,PDG,IPK_SM
1156,P,HUK,G3,SRJN,GRD,LL,IPK_SM
1157,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1158,P,HUK,G3,SRJN,GRD,GRD,IPK_SM
1159,P,HUK,G3,SMP,PDG,PDG,IPK_SM
1160,P,HUK,G4,SRJN,PS,PNS,IPK_SM
1161,P,HUK,G4,SMTA,LL,PNS,IPK_SM
1162,P,HUK,G4,SMTA,PDG,PS,IPK_SM
1163,P,HUK,G3,SRJN,GRD,GRD,IPK_SM
1164,P,HUK,G2,SMTA,LL,PSN,IPK_SM
1165,L,HUK,G3,SRJN,GRD,GRD,IPK_CUM
1166,L,HUK,G4,SRJN,PS,PNS,IPK_M
1167,P,HUK,G2,SRJN,PS,PS,IPK_SM
1168,P,HUK,G6,SRJN,PNS,PNS,IPK_SM
1169,P,HUK,G2,SMP,BPN,BPN,IPK_SM
1170,L,HUK,G4,SRJN,PNS,PS,IPK_M
1171,L,HUK,G4,SMP,PDG,PNS,IPK_SM
1172,L,HUK,G5,SD,PDG,PDG,IPK_SM
1173,P,HUK,G4,SMP,PDG,PDG,IPK_SM
1174,L,HUK,G4,SMTA,PDG,PDG,IPK_SM
1175,L,HUK,G4,SMTA,PNS,PNS,IPK_M
1176,L,HUK,G3,SRJN,PS,PNS,IPK_SM
1177,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1178,P,HUK,G2,SMTA,LL,PS,IPK_SM
1179,L,HUK,G3,SRJN,GRD,GRD,IPK_M
1180,L,HUK,G3,SMTA,PDG,PDG,IPK_CUM
1181,L,HUK,G4,SMTA,LL,PDG,IPK_SM
1182,L,HUK,G7,SRJN,PS,PNS,IPK_SM
1183,L,HUK,G3,SMTA,PNS,PS,IPK_CUM
1184,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1185,L,HUK,G7,SMTA,PS,PS,IPK_M
1186,L,HUK,G5,SRJN,PNS,ABRI,IPK_KM
1187,P,HUK,G3,SMTA,LL,PNS,IPK_SM
1188,P,HUK,G4,SMTA,PDG,PNS,IPK_M
1189,P,HUK,G3,SRJN,PNS,PNS,IPK_SM
1190,P,HUK,G4,SRJN,GRD,PDG,IPK_SM
1191,P,HUK,G4,SRJN,PNS,PDG,IPK_M
1192,P,HUK,G2,SRJN,GRD,PNS,IPK_CUM
1193,L,HUK,G3,SD,PDG,BPN,IPK_CUM
1194,P,HUK,G2,SMTA,LL,BPN,IPK_SM
1195,L,HUK,G3,SRJN,GRD,PDG,IPK_SM
1196,L,HUK,G4,SMTA,PDG,PDG,IPK_SM
1197,L,HUK,G6,SRJN,LL,PNS,IPK_SM
1198,L,HUK,G6,SMTA,LL,PS,IPK_M
1199,L,HUK,G3,SMTA,LL,PDG,IPK_M
1200,L,HUK,G3,SRJN,PNS,PNS,IPK_SM
1201,P,HUK,G3,SMTA,LL,PSN,IPK_SM
1202,L,HUK,G4,SRJN,GRD,PNS,IPK_SM
1203,P,HUK,G2,SMTA,LL,PDG,IPK_SM
1204,L,HUK,G2,SMTA,LL,GRD,IPK_M
1205,L,HUK,G4,SMP,PDG,PDG,IPK_SM
1206,L,HUK,G4,SRJN,GRD,GRD,IPK_SM
1207,L,HUK,G3,SRJN,PDG,PDG,IPK_M
1208,L,HUK,G3,SMTA,PNS,PNS,IPK_SM
1209,L,HUK,G3,SMTA,PS,PSN,IPK_SM
1210,P,HUK,G3,SMTA,LL,PS,IPK_CUM
1211,L,HUK,G3,SMTA,PDG,PNS,IPK_M
1212,P,HUK,G3,SMTA,PNS,PNS,IPK_SM
1213,P,HUK,G4,SD,PDG,PNS,IPK_SM
1214,L,HUK,G5,SRJN,GRD,PNS,IPK_M
1215,P,HUK,G3,SMTA,PNS,PNS,IPK_SM
1216,L,HUK,G4,SMTA,PDG,PS,IPK_M
1217,L,HUK,G3,SRJN,PNS,PS,IPK_M
1218,L,HUK,G3,SMP,LL,PDG,IPK_SM
1219,L,HUK,G4,SMTA,LL,PNS,IPK_M
1220,P,HUK,G4,SD,PDG,PDG,IPK_KM
1221,P,HUK,G2,SRJN,GRD,PNS,IPK_CUM
1222,L,HUK,G2,SMTA,LL,PDG,IPK_SM
1223,P,HUK,G3,SRJN,GRD,PNS,IPK_SM
1224,P,HUK,G4,SMTA,LL,PDG,IPK_KM
1225,P,HUK,G4,SRJN,PDG,PDG,IPK_SM
1226,P,HUK,G4,SRJN,PDG,PNS,IPK_KM
1227,L,HUK,G4,SMTA,PNS,PS,IPK_SM
1228,L,HUK,G5,SMTA,LL,PNS,IPK_M
1229,L,HUK,G4,SMTA,LL,PSN,IPK_CUM
1230,L,HUK,G4,SMP,PDG,PDG,IPK_M
1231,P,HUK,G5,SMTA,PS,PS,IPK_SM
1232,P,HUK,G5,SRJN,GRD,ABRI,IPK_SM
1233,P,HUK,G3,SMTA,PDG,LL,IPK_SM
1234,P,HUK,G4,SMP,LL,PSN,IPK_SM
1235,L,HUK,G6,SRJN,LL,PNS,IPK_SM
1236,L,HUK,G5,SRJN,PS,PDG,IPK_M
1237,P,HUK,G2,SMTA,PDG,PDG,IPK_SM
1238,L,HUK,G4,SMTA,PDG,PS,IPK_SM
1239,P,HUK,G4,SMTA,PDG,PS,IPK_SM
1240,L,HUK,G4,SRJN,GRD,PSN,IPK_SM
1241,L,HUK,G4,SRJN,PNS,PSN,IPK_KM
1242,P,HUK,G6,SRJN,LL,PNS,IPK_SM
1243,L,HUK,G7,SRJN,LL,PDG,IPK_M
1244,L,HUK,G1,SMTA,LL,PDG,IPK_SM
1245,L,HUK,G4,SRJN,PNS,PS,IPK_M
1246,L,HUK,G5,SRJN,LL,PS,IPK_CUM
1247,L,HUK,G3,SMTA,LL,PNS,IPK_SM
1248,L,HUK,G4,SRJN,LL,ABRI,IPK_SM
1249,P,HUK,G6,SMTA,PDG,PS,IPK_CUM
1250,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1251,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1252,L,HUK,G6,SMTA,PDG,PDG,IPK_SM
1253,L,HUK,G3,SRJN,PNS,BPN,IPK_SM
1254,L,HUK,G3,SMTA,PNS,PSN,IPK_SM
1255,L,HUK,G3,SMTA,GRD,GRD,IPK_CUM
1256,L,HUK,G3,SMTA,PDG,PDG,IPK_SM
1257,L,HUK,G6,SRJN,GRD,PS,IPK_M
1258,P,HUK,G4,SMTA,LL,PNS,IPK_SM
1259,P,HUK,G3,SRJN,PDG,PDG,IPK_SM
1260,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1261,L,HUK,G5,SMTA,LL,PS,IPK_SM
1262,L,HUK,G4,SRJN,GRD,PNS,IPK_M
1263,L,HUK,G4,SRJN,PNS,PS,IPK_SM
1264,L,HUK,G3,SMTA,GRD,GRD,IPK_SM
1265,L,HUK,G2,SMTA,LL,PDG,IPK_SM
1266,P,HUK,G4,SMTA,LL,PDG,IPK_SM
1267,L,HUK,G4,SRJN,PS,GRD,IPK_SM
1268,P,HUK,G4,SRJN,PNS,GRD,IPK_SM
1269,P,HUK,G3,SMTA,PDG,GRD,IPK_SM
1270,P,HUK,G4,SMP,PDG,PS,IPK_CUM
1271,L,HUK,G2,SMTA,BPN,BPN,IPK_SM
1272,P,HUK,G4,SRJN,PNS,PS,IPK_M
1273,L,HUK,G4,SMTA,LL,PSN,IPK_SM
1274,P,HUK,G4,SRJN,PNS,PS,IPK_CUM
1275,P,HUK,G5,SRJN,GRD,PSN,IPK_CUM
1276,L,HUK,G7,SMTA,LL,PNS,IPK_SM
1277,P,HUK,G3,SRJN,PS,LL,IPK_SM
1278,L,HUK,G4,SRJN,PNS,PSN,IPK_SM
1279,P,HUK,G1,SMTA,BPN,BPN,IPK_CUM
1280,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1281,L,HUK,G5,SRJN,PNS,PNS,IPK_M
1282,P,HUK,G5,SMP,LL,PDG,IPK_SM
1283,P,HUK,G5,SRJN,PSN,PSN,IPK_SM
1284,P,HUK,G4,SRJN,LL,PS,IPK_SM
1285,P,HUK,G3,SD,LL,PSN,IPK_CUM
1286,P,HUK,G1,SMTA,LL,PDG,IPK_SM
1287,L,HUK,G7,SMP,PDG,PNS,IPK_SM
1288,L,HUK,G1,SMP,LL,PSN,IPK_CUM
1289,L,HUK,G3,SRJN,GRD,PNS,IPK_SM
1290,L,HUK,G4,SMTA,LL,ABRI,IPK_SM
1291,L,HUK,G4,SRJN,LL,PS,IPK_SM
1292,L,HUK,G3,SMTA,LL,ABRI,IPK_CUM
1293,P,HUK,G4,SMTA,LL,PNS,IPK_CUM
1294,P,HUK,G4,SRJN,PNS,GRD,IPK_CUM
1295,P,HUK,G5,SRJN,PDG,PDG,IPK_CUM
1296,P,HUK,G4,SRJN,PNS,ABRI,IPK_M
1297,P,HUK,G2,SMTA,LL,PS,IPK_SM
1298,L,HUK,G4,SRJN,LL,PNS,IPK_SM
1299,P,HUK,G4,SRJN,LL,PS,IPK_SM
1300,L,HUK,G5,SMTA,LL,PDG,IPK_SM
1301,L,HUK,G4,SMTA,PNS,PDG,IPK_SM
1302,L,HUK,G5,SRJN,PS,PNS,IPK_M
1303,L,HUK,G3,SMTA,LL,PSN,IPK_SM
1304,P,HUK,G3,SD,LL,PS,IPK_CUM
1305,P,HUK,G4,SMP,PDG,PNS,IPK_SM
1306,P,HUK,G6,SMTA,PNS,PNS,IPK_SM
1307,L,HUK,G6,SMTA,LL,PDG,IPK_SM
1308,P,HUK,G4,SMTA,PNS,PSN,IPK_SM
1309,P,HUK,G4,SMTA,LL,PS,IPK_SM
1310,P,HUK,G4,SMTA,PDG,PDG,IPK_SM
1311,P,HUK,G4,SRJN,GRD,LL,IPK_CUM
1312,L,HUK,G4,SMTA,PDG,ABRI,IPK_SM
1313,P,HUK,G1,SMTA,PDG,PDG,IPK_SM
1314,P,HUK,G3,SMTA,LL,PDG,IPK_SM
1315,P,HUK,G3,SMP,PS,PS,IPK_SM
1316,L,HUK,G3,SMP,LL,PNS,IPK_SM
1317,L,HUK,G4,SMTA,LL,PDG,IPK_SM
1318,P,HUK,G4,SMTA,PNS,PS,IPK_SM
1319,P,HUK,G4,SMTA,LL,PSN,IPK_CUM
1320,P,HUK,G2,SRJN,PDG,LL,IPK_SM
1321,L,HUK,G4,SMTA,PNS,PNS,IPK_SM
1322,L,HUK,G4,SRJN,GRD,ABRI,IPK_SM
1323,L,HUK,G4,SRJN,LL,LL,IPK_CUM
1324,P,HUK,G4,SD,LL,PDG,IPK_CUM
1325,P,HUK,G2,SRJN,GRD,BPN,IPK_CUM
1326,P,HUK,G2,SMTA,PS,PS,IPK_CUM
1327,L,HUK,G4,SMTA,LL,PDG,IPK_CUM
1328,L,HUK,G7,SMTA,PDG,LL,IPK_M
1329,L,HUK,G4,SRJN,PDG,GRD,IPK_M
1330,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1331,L,HUK,G6,SRJN,GRD,GRD,IPK_CUM
1332,P,HUK,G4,SRJN,GRD,GRD,IPK_CUM
1333,L,HUK,G3,SD,PDG,PDG,IPK_SM
1334,L,HUK,G5,SRJN,LL,PS,IPK_SM
1335,L,HUK,G2,SMTA,PDG,PDG,IPK_SM
1336,P,HUK,G4,SRJN,LL,PNS,IPK_CUM
1337,P,HUK,G3,SRJN,PS,PNS,IPK_SM
1338,P,HUK,G4,SMTA,LL,PNS,IPK_SM
1339,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1340,P,HUK,G3,SD,LL,ABRI,IPK_CUM
1341,P,HUK,G3,SMTA,LL,LL,IPK_SM
1342,P,HUK,G5,SMTA,PDG,PNS,IPK_CUM
1343,P,HUK,G7,SRJN,LL,LL,IPK_CUM
1344,L,HUK,G4,SRJN,PNS,GRD,IPK_SM
1345,L,HUK,G4,SRJN,GRD,GRD,IPK_M
1346,L,HUK,G3,SMTA,PDG,PSN,IPK_SM
1347,P,HUK,G3,SMTA,PDG,PDG,IPK_CUM
1348,P,HUK,G5,SMTA,PNS,PNS,IPK_SM
1349,L,HUK,G5,SRJN,PNS,PS,IPK_SM
1350,P,HUK,G5,SMTA,LL,LL,IPK_SM
1351,P,HUK,G2,SD,LL,BPN,IPK_CUM
1352,L,HUK,G3,SMTA,PNS,PNS,IPK_SM
1353,L,HUK,G3,SMTA,PDG,PS,IPK_SM
1354,P,HUK,G4,SRJN,GRD,GRD,IPK_SM
1355,L,HUK,G3,SD,PDG,PDG,IPK_M
1356,P,HUK,G4,SMTA,PDG,LL,IPK_SM
1357,P,HUK,G4,SMTA,LL,PS,IPK_SM
1358,L,HUK,G4,SMTA,LL,PSN,IPK_SM
1359,L,HUK,G7,SMTA,PDG,PDG,IPK_SM
1360,L,HUK,G3,SRJN,GRD,GRD,IPK_KM
1361,P,HUK,G4,SMTA,LL,PSN,IPK_SM
1362,P,HUK,G4,SRJN,PDG,GRD,IPK_CUM
1363,P,HUK,G4,SMTA,LL,LL,IPK_SM
1364,P,HUK,G4,SD,PDG,PDG,IPK_CUM
1365,P,HUK,G3,SMTA,PDG,PDG,IPK_CUM
1366,P,HUK,G4,SMTA,LL,PNS,IPK_CUM
1367,P,HUK,G3,SRJN,PDG,PDG,IPK_SM
1368,P,HUK,G3,SMTA,PDG,GRD,IPK_SM
1369,L,HUK,G3,SMTA,LL,PDG,IPK_SM
1370,L,HUK,G4,SRJN,PNS,PS,IPK_SM
1371,P,HUK,G3,SMTA,LL,GRD,IPK_SM
1372,L,HUK,G4,SRJN,GRD,PNS,IPK_SM
1373,L,HUK,G4,SRJN,GRD,PNS,IPK_SM
1374,L,HUK,G4,SMTA,PDG,PDG,IPK_SM
1375,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1376,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1377,P,HUK,G4,SMTA,PDG,GRD,IPK_M
1378,P,HUK,G4,SRJN,LL,PSN,IPK_SM
1379,L,HUK,G3,SMTA,LL,GRD,IPK_KM
1380,P,HUK,G5,SMTA,PDG,PDG,IPK_SM
1381,P,HUK,G4,SRJN,PNS,PNS,IPK_CUM
1382,P,HUK,G5,SMTA,LL,PNS,IPK_SM
1383,L,HUK,G4,SMTA,PDG,PNS,IPK_SM
1384,P,HUK,G2,SRJN,PNS,GRD,IPK_CUM
1385,L,HUK,G4,SRJN,GRD,PNS,IPK_SM
1386,P,HUK,G3,SMTA,PDG,PNS,IPK_CUM
1387,P,HUK,G4,SRJN,LL,PDG,IPK_SM
1388,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1389,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1390,P,HUK,G2,SMTA,PDG,PDG,IPK_SM
1391,L,HUK,G4,SRJN,LL,PDG,IPK_SM
1392,L,HUK,G2,SMTA,PDG,PDG,IPK_SM
1393,P,HUK,G4,SRJN,GRD,GRD,IPK_CUM
1394,P,HUK,G3,SD,PDG,ABRI,IPK_CUM
1395,P,HUK,G2,SMTA,PSN,PSN,IPK_SM
1396,P,HUK,G5,SRJN,PDG,PDG,IPK_CUM
1397,P,HUK,G4,SMTA,PNS,PNS,IPK_CUM
1398,P,HUK,G3,SMTA,LL,PNS,IPK_CUM
1399,P,HUK,G4,SRJN,PNS,PNS,IPK_SM
1400,P,HUK,G5,SMTA,LL,PDG,IPK_SM
1401,P,HUK,G4,SMTA,LL,PDG,IPK_KM
1402,L,HUK,G3,SMTA,LL,ABRI,IPK_M
1403,P,HUK,G4,SMP,LL,PDG,IPK_CUM
1404,P,HUK,G3,SRJN,GRD,PS,IPK_SM
1405,L,HUK,G3,SMTA,PSN,PDG,IPK_SM
1406,L,HUK,G3,SMTA,PS,PS,IPK_M
1407,P,HUK,G3,SRJN,PDG,PDG,IPK_SM
1408,P,HUK,G3,SMTA,LL,PNS,IPK_SM
1409,L,HUK,G4,SRJN,PNS,PSN,IPK_SM
1410,L,HUK,G4,SMTA,PDG,LL,IPK_SM
1411,P,HUK,G4,SRJN,GRD,GRD,IPK_CUM
1412,P,HUK,G5,SD,LL,PDG,IPK_CUM
1413,P,HUK,G3,SRJN,PSN,PSN,IPK_SM
1414,L,HUK,G2,SMTA,LL,PSN,IPK_SM
1415,L,HUK,G4,SRJN,GRD,GRD,IPK_M
1416,L,HUK,G3,SMTA,PDG,PNS,IPK_M
1417,P,HUK,G3,SMTA,GRD,GRD,IPK_SM
1418,P,HUK,G7,SRJN,PDG,PDG,IPK_SM
1419,P,HUK,G4,SMTA,PDG,PSN,IPK_CUM
1420,L,HUK,G1,SMTA,LL,LL,IPK_M
1421,L,HUK,G4,SMTA,LL,PSN,IPK_SM
1422,P,HUK,G7,SRJN,LL,PS,IPK_CUM
1423,P,HUK,G4,SRJN,PDG,PSN,IPK_CUM
1424,P,HUK,G3,SRJN,GRD,PS,IPK_SM
1425,L,HUK,G5,SRJN,PNS,PNS,IPK_SM
1426,L,HUK,G2,SMTA,BPN,BPN,IPK_SM
1427,P,HUK,G5,SRJN,LL,PS,IPK_CUM
1428,L,HUK,G3,SRJN,GRD,PNS,IPK_SM
1429,L,HUK,G2,SMTA,LL,PSN,IPK_SM
1430,P,HUK,G3,SD,PDG,PDG,IPK_CUM
1431,L,HUK,G4,SRJN,LL,PS,IPK_M
1432,L,HUK,G2,SMTA,PSN,LL,IPK_SM
1433,L,HUK,G3,SMP,LL,GRD,IPK_SM
1434,L,HUK,G4,SRJN,LL,PNS,IPK_SM
1435,L,HUK,G5,SRJN,PNS,PNS,IPK_M
1436,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1437,P,HUK,G2,SRJN,PS,LL,IPK_CUM
1438,L,HUK,G4,SRJN,PDG,PDG,IPK_SM
1439,P,HUK,G6,SRJN,GRD,PS,IPK_SM
