,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
1515,P,HUK,G3,SRJN,GRD,BPN,LTW
1516,P,HUK,G3,SRJN,PSN,PSN,LTW
1517,L,HUK,G3,SMTA,PDG,PS,LLW
1518,L,HUK,G4,SRJN,PNS,PS,LTW
1519,L,HUK,G4,SRJN,PDG,PDG,LLW
1520,L,HUK,G4,SRJN,PNS,PNS,LLW
1521,L,HUK,G4,SMTA,LL,PDG,LLW
1522,L,HUK,G2,SMP,LL,PSN,LLW
1523,P,HUK,G6,SMTA,PDG,PDG,LLW
1524,L,HUK,G1,SRJN,LL,LL,LTW
1525,P,HUK,G7,SRJN,PDG,PDG,LLW
1526,P,HUK,G4,SRJN,LL,PNS,LTW
1527,P,HUK,G4,SRJN,GRD,PNS,LTW
1528,P,HUK,G3,SRJN,LL,LL,LLW
1529,P,HUK,G3,SMTA,PDG,LL,LLW
1530,L,HUK,G3,SRJN,GRD,PDG,LTW
1531,P,HUK,G5,SRJN,LL,PDG,LTW
1532,P,HUK,G4,SRJN,LL,PS,LTW
1533,P,HUK,G4,SRJN,LL,PSN,LTW
1534,L,HUK,G4,SMTA,PNS,PNS,LTW
1535,L,HUK,G7,SRJN,LL,PS,LLW
1536,L,HUK,G2,SD,LL,BPN,LLW
1537,L,HUK,G7,SMTA,LL,LL,LLW
1538,P,HUK,G3,SMTA,LL,PNS,LLW
1539,L,HUK,G5,SMTA,PDG,ABRI,LLW
1540,L,HUK,G5,SRJN,LL,PNS,LLW
1541,L,HUK,G5,SRJN,GRD,GRD,LLW
1542,L,HUK,G4,SMTA,LL,ABRI,LLW
1543,L,HUK,G4,SRJN,PS,LL,LLW
1544,P,HUK,G4,SMP,LL,PDG,LTW
1545,L,HUK,G3,SRJN,GRD,PNS,LLW
1546,P,HUK,G3,SMTA,LL,GRD,LTW
1547,P,HUK,G6,SRJN,GRD,PNS,LTW
1548,P,HUK,G4,SRJN,LL,GRD,LTW
1549,P,HUK,G2,SMTA,LL,PS,LLW
1550,P,HUK,G4,SRJN,PNS,PNS,LTW
1551,L,HUK,G3,SMTA,PDG,PDG,LTW
1552,L,HUK,G3,SMTA,PSN,PSN,LTW
1553,P,HUK,G1,SMP,BPN,LL,LTW
1554,P,HUK,G4,SMP,PDG,PDG,LLW
1555,P,HUK,G3,SMTA,PDG,PDG,LTW
1556,L,HUK,G3,SMTA,PS,PNS,LTW
1557,L,HUK,G7,SRJN,PS,PS,LLW
1558,L,HUK,G4,SRJN,GRD,GRD,LTW
1559,L,HUK,G3,SRJN,PS,PS,LLW
1560,P,HUK,G6,SMTA,LL,PS,LTW
1561,P,HUK,G2,SMTA,LL,PDG,LLW
1562,L,HUK,G7,SRJN,LL,PDG,LLW
1563,P,HUK,G2,SMP,BPN,LL,LTW
1564,P,HUK,G5,SRJN,PNS,PNS,LLW
1565,L,HUK,G2,SD,PDG,PDG,LTW
1566,L,HUK,G3,SRJN,GRD,PDG,LLW
1567,P,HUK,G4,SMTA,LL,PNS,LTW
1568,P,HUK,G4,SRJN,GRD,PS,LLW
1569,P,HUK,G4,SRJN,LL,PSN,LTW
1570,L,HUK,G7,SRJN,PDG,PNS,LLW
1571,P,HUK,G5,SMTA,LL,PNS,LLW
1572,P,HUK,G3,SMTA,LL,PDG,LTW
1573,P,HUK,G4,SMTA,PDG,PDG,LLW
1574,L,HUK,G3,SMTA,PS,PS,LTW
1575,L,HUK,G4,SMTA,PNS,ABRI,LLW
1576,L,HUK,G3,SRJN,PDG,PDG,LLW
1577,L,HUK,G4,SRJN,GRD,PSN,LTW
1578,P,HUK,G5,SMTA,PDG,PDG,LTW
1579,L,HUK,G3,SMP,PDG,PDG,LLW
1580,P,HUK,G2,SMTA,BPN,LL,LTW
1581,L,HUK,G4,SRJN,PS,PNS,LLW
1582,P,HUK,G3,SMTA,PDG,PDG,LLW
1583,L,HUK,G2,LL,PDG,PDG,LTW
1584,P,HUK,G3,SMTA,PDG,PS,LTW
1585,P,HUK,G5,SMTA,PDG,PDG,LLW
1586,L,HUK,G3,SMTA,LL,PS,LLW
1587,P,HUK,G4,SMP,PDG,GRD,LTW
1588,L,HUK,G4,SRJN,GRD,PNS,LLW
1589,P,HUK,G3,SRJN,GRD,PNS,LTW
1590,L,HUK,G3,SMTA,PDG,GRD,LTW
1591,L,HUK,G2,SMP,LL,PSN,LLW
1592,P,HUK,G3,SMTA,ABRI,ABRI,LTW
1593,P,HUK,G4,SRJN,GRD,GRD,LTW
1594,P,HUK,G1,SMTA,LL,PS,LLW
1595,L,HUK,G3,SRJN,LL,PNS,LLW
1596,P,HUK,G2,SMP,LL,PSN,LTW
1597,L,HUK,G6,SRJN,PDG,PS,LLW
1598,P,HUK,G5,SRJN,PNS,PNS,LLW
1599,P,HUK,G2,SMP,LL,PSN,LLW
1600,L,HUK,G3,SRJN,PSN,PSN,LLW
1601,P,HUK,G4,SMTA,PDG,PS,LTW
1602,P,HUK,G4,SMTA,LL,PSN,LTW
1603,L,HUK,G4,LL,LL,PDG,LLW
1604,L,HUK,G3,SD,PDG,PNS,LTW
1605,L,HUK,G4,SRJN,GRD,ABRI,LLW
1606,L,HUK,G3,LL,PDG,BPN,LLW
1607,L,HUK,G5,SRJN,LL,LL,LLW
1608,P,HUK,G1,SD,BPN,BPN,LTW
1609,P,HUK,G3,SRJN,GRD,BPN,LTW
1610,L,HUK,G4,SRJN,GRD,GRD,LTW
1611,P,HUK,G4,SMTA,LL,ABRI,LLW
1612,P,HUK,G4,SMTA,LL,PNS,LTW
1613,L,HUK,G4,SRJN,GRD,ABRI,LLW
1614,P,HUK,G4,SRJN,GRD,PSN,LLW
1615,L,HUK,G5,SRJN,PDG,PDG,LLW
1616,L,HUK,G4,SMP,LL,GRD,LTW
1617,L,HUK,G3,SRJN,GRD,PNS,LTW
1618,P,HUK,G2,SMTA,LL,PDG,LTW
1619,P,HUK,G3,SRJN,PS,GRD,LTW
1620,L,HUK,G4,SRJN,GRD,GRD,LTW
1621,L,HUK,G6,SRJN,LL,PNS,LLW
1622,P,HUK,G4,SRJN,GRD,PDG,LTW
1623,P,HUK,G7,SRJN,LL,PNS,LLW
1624,P,HUK,G4,SMTA,GRD,GRD,LTW
1625,P,HUK,G5,SMTA,PDG,PNS,LTW
1626,P,HUK,G4,SRJN,PSN,PSN,LLW
1627,P,HUK,G4,SRJN,GRD,GRD,LLW
1628,P,HUK,G2,SMP,LL,PDG,LTW
1629,L,HUK,G3,SRJN,LL,PNS,LTW
1630,P,HUK,G2,SRJN,PS,LL,LTW
1631,P,HUK,G3,SRJN,PNS,PNS,LTW
1632,L,HUK,G4,SMTA,PDG,GRD,LTW
1633,P,HUK,G2,SMTA,LL,PS,LLW
1634,L,HUK,G3,SMP,PDG,PDG,LLW
1635,L,HUK,G4,SRJN,GRD,PSN,LLW
1636,L,HUK,G5,SMTA,PNS,PNS,LLW
1637,L,HUK,G3,SMTA,LL,PNS,LTW
1638,L,HUK,G7,SMTA,PDG,PDG,LLW
1639,P,HUK,G6,SRJN,GRD,ABRI,LTW
1640,P,HUK,G3,SRJN,GRD,PSN,LTW
1641,L,HUK,G5,SRJN,PDG,GRD,LLW
1642,P,HUK,G5,SRJN,GRD,ABRI,LTW
1643,P,HUK,G5,SMTA,PDG,PDG,LLW
1644,P,HUK,G4,SRJN,PNS,PSN,LTW
1645,P,HUK,G6,SMTA,PDG,PDG,LLW
1646,P,HUK,G3,SRJN,PDG,PDG,LTW
1647,P,HUK,G3,SRJN,LL,PNS,LTW
1648,P,HUK,G4,SMTA,LL,PNS,LTW
1649,P,HUK,G4,SRJN,GRD,PSN,LTW
1650,P,HUK,G2,SRJN,PDG,PS,LTW
1651,P,HUK,G4,SMTA,PDG,PDG,LTW
1652,P,HUK,G5,SRJN,PNS,PNS,LTW
