,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
5951,L,HUK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1063,P,AKU,G3,SMTA,LL,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
6168,P,HUK,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
3201,P,KOM,G3,SMP,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
1008,L,AKU,G2,LL,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
969,P,AKU,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
3414,P,KOM,G4,SMP,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5908,P,HUK,G3,SD,LL,ABRI,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
879,P,AKU,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5493,P,HUK,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
748,L,AKU,G4,SRJN,GRD,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
6344,P,HUK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
5630,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5704,P,HUK,G3,SMTA,PNS,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1136,L,AKU,G4,SMTA,LL,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
5714,L,HUK,G3,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
3101,P,KOM,G4,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5649,P,HUK,G3,SMP,LL,PSN,IPS1_KM,IPS2_M,SKS1_K,SKS2_B,IPK_SM
5980,P,HUK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
5887,P,HUK,G4,SD,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_CUM
1159,P,AKU,G2,LL,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1820,L,EKO,G3,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
1865,L,EKO,G3,SRJN,GRD,PDG,IPS1_CUM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
3276,L,KOM,G4,SRJN,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3416,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3184,P,KOM,G4,SRJN,PNS,GRD,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
5815,P,HUK,G1,SMTA,BPN,BPN,IPS1_CUM,IPS2_M,SKS1_SB,SKS2_SB,IPK_CUM
1187,P,AKU,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
6225,L,HUK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2228,P,EKO,G2,SMP,LL,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
987,L,AKU,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
1836,L,EKO,G3,SRJN,LL,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
3236,L,KOM,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
5688,P,HUK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
2122,P,EKO,G3,SMP,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
6308,L,HUK,G2,SMP,LL,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
5948,P,HUK,G4,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_CUM
6254,L,HUK,G3,SRJN,GRD,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
3214,P,KOM,G3,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
2062,P,EKO,G4,SMTA,PNS,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
2281,P,EKO,G2,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
5749,P,HUK,G4,SMTA,PDG,PS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3336,L,KOM,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
6113,P,HUK,G2,SMTA,PNS,PSN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
6016,L,HUK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
945,L,AKU,G3,SRJN,PDG,ABRI,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
3399,L,KOM,G1,SMTA,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
5460,P,HUK,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
6045,L,HUK,G5,SRJN,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,IPK_M
805,P,AKU,G3,SMTA,LL,GRD,IPS1_KM,IPS2_CUM,SKS1_SB,SKS2_K,IPK_CUM
5169,L,HUK,G2,LL,PDG,LL,IPS1_KM,IPS2_KM,SKS1_C,SKS2_K,IPK_M
1944,L,EKO,G3,SMTA,PNS,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
5976,L,HUK,G4,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
3198,P,KOM,G3,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
5114,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_SB,IPK_SM
6371,L,HUK,G5,SMTA,PNS,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
6149,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2074,P,EKO,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
989,L,AKU,G2,SRJN,LL,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
818,L,AKU,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
1855,L,EKO,G2,LL,LL,BPN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
709,P,AKU,G2,SMTA,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
2166,P,EKO,G4,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5758,L,HUK,G1,SMTA,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
3215,L,KOM,G7,SRJN,PNS,PSN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
5402,P,HUK,G2,SRJN,PNS,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_K,IPK_SM
3274,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
814,P,AKU,G3,SMTA,GRD,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_B,IPK_CUM
3243,P,KOM,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2169,L,EKO,G2,SMTA,LL,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
6148,P,HUK,G4,SRJN,PS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
5111,L,HUK,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
3267,P,KOM,G3,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3432,L,KOM,G5,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5627,L,HUK,G4,SMP,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
5447,P,HUK,G4,SRJN,PSN,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
3130,P,KOM,G1,SMTA,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
1996,P,EKO,G2,SD,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5488,L,HUK,G7,SMTA,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
3373,P,KOM,G4,SRJN,GRD,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
5650,L,HUK,G7,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
5898,L,HUK,G3,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
5410,P,HUK,G2,SMP,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_CUM
996,P,AKU,G5,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
2098,L,EKO,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1040,L,AKU,G3,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
2102,P,EKO,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
905,L,AKU,G4,SMP,BPN,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
5943,P,HUK,G4,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
6159,P,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
5940,P,HUK,G4,SRJN,PDG,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_CUM
1813,P,EKO,G3,SRJN,PS,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5813,L,HUK,G4,SRJN,PNS,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
3136,P,KOM,G3,SMTA,LL,PS,IPS1_CUM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
2234,P,EKO,G4,SRJN,GRD,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2287,L,EKO,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
1010,P,AKU,G2,SMTA,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
5985,P,HUK,G3,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
856,P,AKU,G3,LL,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2257,P,EKO,G5,SMTA,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5437,P,HUK,G4,SRJN,PNS,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
1203,P,AKU,G3,SRJN,GRD,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1906,L,EKO,G4,SRJN,GRD,PSN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_SB,IPK_KM
679,P,AKU,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3352,L,KOM,G3,SD,PDG,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
887,P,AKU,G4,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
6021,P,HUK,G3,SMTA,GRD,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
3436,L,KOM,G2,SRJN,PS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
844,P,AKU,G3,SRJN,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
5487,P,HUK,G2,SMP,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
2168,L,EKO,G4,SMTA,PDG,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
