,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
2953,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
2954,P,HUK,G3,SRJN,PSN,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
2955,L,HUK,G4,SMTA,PNS,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2956,P,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
2957,L,HUK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2958,L,EKO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
2959,P,HUK,G1,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
2960,L,HUK,G7,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2961,L,AKU,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
2962,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2963,L,HUK,G4,SMP,PDG,PDG,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2964,P,HUK,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_K,IPS1_M,IPS2_M,IPK_M
2965,L,HUK,G4,SMP,PDG,PDG,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2966,L,HUK,G6,SRJN,PNS,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
2967,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
2968,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2969,L,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
2970,P,KOM,G4,SMTA,PDG,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
2971,L,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
2972,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
2973,L,HUK,G3,SRJN,LL,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2974,L,EKO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
2975,L,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
2976,L,HUK,G2,SMTA,LL,PS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2977,L,HUK,G6,SMTA,LL,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_M
2978,L,HUK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2979,L,HUK,G4,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2980,L,HUK,G6,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2981,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2982,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2983,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2984,L,KOM,G1,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2985,L,HUK,G1,SRJN,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2986,L,KOM,G2,SMTA,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
2987,L,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
2988,L,KOM,G2,SMTA,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
2989,L,HUK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2990,L,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
2991,L,AKU,G5,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_M
2992,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
2993,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2994,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
2995,P,KOM,G7,SRJN,PS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_M
2996,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
2997,P,HUK,G3,SRJN,PSN,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
2998,L,HUK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
2999,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_M
3000,L,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,IPK_M
3001,P,HUK,G3,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3002,L,KOM,G3,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3003,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3004,L,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3005,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3006,L,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3007,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3008,P,HUK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3009,L,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3010,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3011,P,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3012,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3013,L,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3014,L,HUK,G4,SMTA,PDG,PS,SKS1_B,SKS2_C,IPS1_M,IPS2_KM,IPK_M
3015,L,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3016,L,AKU,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
3017,L,EKO,G2,SMTA,PS,PS,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3018,L,HUK,G4,SMTA,PNS,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3019,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3020,L,HUK,G4,SRJN,GRD,GRD,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3021,L,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3022,L,HUK,G7,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3023,L,HUK,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3024,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3025,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3026,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3027,L,HUK,G4,SMTA,PNS,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3028,L,HUK,G4,SMTA,PDG,PS,SKS1_B,SKS2_C,IPS1_M,IPS2_KM,IPK_M
3029,L,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3030,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3031,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3032,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3033,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3034,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3035,L,KOM,G5,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3036,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3037,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3038,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3039,L,HUK,G4,SMP,PDG,PDG,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3040,L,HUK,G2,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3041,L,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3042,P,HUK,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_K,IPS1_M,IPS2_M,IPK_M
3043,P,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3044,P,HUK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_M
3045,L,HUK,G4,SRJN,GRD,GRD,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3046,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3047,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3048,L,HUK,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3049,L,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3050,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3051,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3052,L,AKU,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
3053,L,HUK,G4,SMTA,PNS,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3054,L,EKO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
3055,L,EKO,G5,SRJN,GRD,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3056,P,HUK,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3057,L,HUK,G6,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3058,L,EKO,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3059,P,KOM,G5,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3060,L,HUK,G4,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3061,L,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3062,L,HUK,G6,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3063,L,KOM,G2,SMTA,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
3064,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3065,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3066,L,AKU,G3,SD,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3067,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3068,L,HUK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3069,L,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3070,P,HUK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_M
3071,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3072,L,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3073,L,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,IPK_M
3074,L,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3075,L,HUK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3076,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3077,P,HUK,G3,SRJN,PSN,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3078,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3079,L,HUK,G2,LL,PDG,LL,SKS1_C,SKS2_K,IPS1_KM,IPS2_KM,IPK_M
3080,L,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3081,P,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3082,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3083,L,EKO,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3084,L,HUK,G4,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3085,L,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3086,L,HUK,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3087,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_M
3088,L,HUK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3089,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3090,L,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
3091,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3092,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3093,L,HUK,G7,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3094,P,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
3095,L,HUK,G3,SRJN,LL,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3096,L,HUK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3097,L,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3098,L,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3099,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3100,L,HUK,G7,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3101,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3102,P,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3103,P,HUK,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3104,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3105,L,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3106,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3107,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3108,L,HUK,G5,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3109,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3110,P,HUK,G1,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3111,P,HUK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3112,L,HUK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3113,L,HUK,G4,SRJN,GRD,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3114,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3115,L,HUK,G5,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3116,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3117,L,KOM,G1,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3118,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_M
3119,P,HUK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3120,L,HUK,G4,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3121,L,EKO,G4,SMP,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_KM,IPK_M
3122,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3123,P,KOM,G4,SMTA,PDG,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_M
3124,L,HUK,G4,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3125,P,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3126,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3127,L,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3128,L,HUK,G1,SRJN,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3129,L,HUK,G4,SRJN,GRD,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3130,L,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3131,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3132,L,EKO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
3133,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3134,L,HUK,G5,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3135,L,HUK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3136,L,HUK,G2,SMTA,LL,PS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3137,L,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3138,L,EKO,G2,SMTA,PS,PS,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3139,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3140,L,HUK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3141,P,HUK,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_K,IPS1_M,IPS2_M,IPK_M
3142,P,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3143,L,HUK,G4,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3144,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3145,P,KOM,G5,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3146,P,KOM,G4,SRJN,PNS,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3147,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3148,L,AKU,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
3149,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3150,P,HUK,G3,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3151,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
3152,L,HUK,G3,SMTA,LL,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3153,L,KOM,G1,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_M
3154,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3155,L,HUK,G5,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3156,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3157,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3158,L,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3159,L,HUK,G5,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3160,L,EKO,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3161,L,HUK,G3,SMP,LL,GRD,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3162,L,HUK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3163,L,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
3164,L,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3165,L,HUK,G7,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3166,L,KOM,G2,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_M
3167,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_M
3168,P,KOM,G7,SRJN,PS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_M
3169,L,HUK,G2,LL,BPN,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
3170,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3171,L,AKU,G3,SD,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3172,L,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3173,L,HUK,G2,LL,PDG,LL,SKS1_C,SKS2_K,IPS1_KM,IPS2_KM,IPK_M
3174,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_M
3175,L,HUK,G2,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3176,L,HUK,G2,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3177,L,HUK,G3,SMTA,PDG,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3178,L,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3179,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3180,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3181,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
3182,L,KOM,G1,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
3183,P,KOM,G5,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
