,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
2225,P,EKO,G4,SMTA,LL,PS,IPK_CUM
6005,P,HUK,G4,SRJN,GRD,PNS,IPK_CUM
1083,L,AKU,G7,SRJN,GRD,PS,IPK_CUM
1196,P,AKU,G1,SD,LL,LL,IPK_CUM
6358,P,HUK,G2,SMP,LL,PDG,IPK_CUM
6125,P,HUK,G3,SMTA,LL,GRD,IPK_CUM
2101,P,EKO,G4,SMTA,LL,PS,IPK_CUM
1974,P,EKO,G3,SRJN,LL,PS,IPK_CUM
2304,P,EKO,G2,LL,PDG,BPN,IPK_CUM
2076,L,EKO,G1,SMP,LL,PSN,IPK_CUM
2085,L,EKO,G4,SMTA,LL,PDG,IPK_CUM
6342,P,HUK,G2,SMTA,PDG,PDG,IPK_CUM
6264,L,HUK,G2,SRJN,PSN,PDG,IPK_CUM
6387,P,HUK,G4,SMTA,LL,PNS,IPK_CUM
2146,P,EKO,G4,SMP,LL,PS,IPK_CUM
2208,L,EKO,G2,SMTA,PS,PS,IPK_CUM
998,L,AKU,G3,SMP,LL,GRD,IPK_CUM
1949,L,EKO,G4,SRJN,GRD,PNS,IPK_CUM
6363,P,HUK,G3,SRJN,PNS,PNS,IPK_CUM
686,P,AKU,G3,SMTA,LL,PNS,IPK_CUM
2170,L,EKO,G2,SMTA,LL,BPN,IPK_CUM
1209,P,AKU,G4,SRJN,GRD,LL,IPK_CUM
3338,P,KOM,G3,SRJN,LL,GRD,IPK_KM
3154,P,KOM,G3,SMTA,LL,BPN,IPK_KM
3385,P,KOM,G4,SRJN,GRD,PS,IPK_KM
5598,L,HUK,G4,SMTA,LL,PNS,IPK_KM
3389,P,KOM,G3,SD,LL,PNS,IPK_KM
1800,P,EKO,G3,SRJN,PNS,PDG,IPK_KM
1779,P,EKO,G3,SMTA,PDG,PDG,IPK_KM
1884,P,EKO,G3,SD,PDG,PSN,IPK_KM
3092,P,KOM,G4,SRJN,GRD,PS,IPK_KM
1789,P,EKO,G5,SRJN,PDG,PS,IPK_KM
3383,P,KOM,G3,SRJN,GRD,GRD,IPK_KM
1847,P,EKO,G2,SD,PDG,BPN,IPK_KM
1868,L,EKO,G4,SMTA,LL,PNS,IPK_KM
1829,P,EKO,G3,SMTA,LL,PDG,IPK_KM
3201,P,KOM,G3,SMP,LL,PSN,IPK_KM
3336,L,KOM,G4,SRJN,PNS,PNS,IPK_KM
3196,L,KOM,G4,SMTA,PDG,PNS,IPK_KM
3405,P,KOM,G5,SRJN,GRD,GRD,IPK_KM
1804,L,EKO,G1,SMTA,PDG,PDG,IPK_KM
1840,L,EKO,G3,SMP,PDG,BPN,IPK_KM
3206,P,KOM,G3,SMP,PDG,PDG,IPK_KM
3314,P,KOM,G7,SRJN,PS,PNS,IPK_KM
5168,P,HUK,G2,SD,LL,BPN,IPK_KM
1906,L,EKO,G4,SRJN,GRD,PSN,IPK_KM
1886,L,EKO,G3,SMTA,LL,PNS,IPK_KM
5566,L,HUK,G5,SMTA,LL,ABRI,IPK_KM
3345,L,KOM,G2,SMTA,PDG,PDG,IPK_KM
3250,P,KOM,G2,SRJN,PDG,BPN,IPK_KM
3410,P,KOM,G3,SMTA,PDG,PDG,IPK_KM
1846,L,EKO,G2,SD,PDG,PDG,IPK_KM
3391,P,KOM,G4,SMP,LL,PNS,IPK_KM
1939,L,EKO,G3,SMTA,PSN,PSN,IPK_KM
3241,L,KOM,G5,SRJN,GRD,PDG,IPK_KM
1823,L,EKO,G1,SD,LL,PDG,IPK_KM
3266,P,KOM,G4,SRJN,LL,PNS,IPK_KM
4712,P,HUK,G1,LL,BPN,BPN,IPK_KM
3290,P,KOM,G3,SRJN,PSN,PSN,IPK_KM
1862,P,EKO,G4,SRJN,GRD,PS,IPK_KM
3127,L,KOM,G3,SRJN,GRD,PS,IPK_KM
3234,P,KOM,G4,SRJN,PNS,PS,IPK_KM
1938,L,EKO,G5,SMTA,PS,PNS,IPK_KM
3219,P,KOM,G2,SMTA,PS,PDG,IPK_KM
1928,L,EKO,G7,SMTA,PNS,PS,IPK_KM
5652,P,HUK,G6,SMTA,LL,ABRI,IPK_KM
5739,L,HUK,G3,SRJN,PNS,PDG,IPK_KM
3433,L,KOM,G7,SRJN,LL,PDG,IPK_KM
5504,L,HUK,G3,LL,PDG,PDG,IPK_KM
6285,P,HUK,G3,SMTA,PDG,PDG,IPK_M
5662,P,HUK,G3,SRJN,PSN,PDG,IPK_M
5867,P,HUK,G4,SRJN,PSN,PNS,IPK_M
6260,L,HUK,G7,SRJN,PDG,PNS,IPK_M
5741,P,HUK,G5,SRJN,PDG,PDG,IPK_M
5702,L,HUK,G4,SMTA,LL,PSN,IPK_M
5854,L,HUK,G3,SMTA,LL,PSN,IPK_M
5911,L,HUK,G4,SRJN,GRD,GRD,IPK_M
5678,L,HUK,G4,SMTA,PDG,GRD,IPK_M
5766,L,HUK,G4,SRJN,GRD,GRD,IPK_M
5116,L,HUK,G3,SMTA,PS,PS,IPK_M
5625,L,HUK,G3,SMTA,LL,PS,IPK_M
5643,L,HUK,G6,SRJN,PNS,PS,IPK_M
5379,L,HUK,G4,SRJN,GRD,PS,IPK_M
743,L,AKU,G3,SMTA,LL,PSN,IPK_M
5574,L,HUK,G3,SMTA,LL,GRD,IPK_M
5873,L,HUK,G3,SMTA,LL,PNS,IPK_M
5772,L,HUK,G4,SMTA,PDG,PDG,IPK_M
6060,P,HUK,G5,SRJN,GRD,PNS,IPK_M
6210,L,HUK,G5,SRJN,GRD,GRD,IPK_M
696,P,AKU,G4,SMTA,LL,PNS,IPK_M
5115,L,HUK,G3,SMP,LL,GRD,IPK_M
3112,L,KOM,G1,SMTA,LL,PS,IPK_M
5746,L,HUK,G5,SRJN,PDG,GRD,IPK_M
5685,P,HUK,G3,SMTA,PDG,PS,IPK_M
5567,L,HUK,G2,SMTA,LL,PS,IPK_M
5945,L,HUK,G4,SMTA,ABRI,LL,IPK_M
5912,L,HUK,G3,SD,PDG,PDG,IPK_M
768,L,AKU,G2,SRJN,PS,PDG,IPK_M
5666,L,HUK,G4,SRJN,PS,PSN,IPK_M
1883,L,EKO,G2,SMTA,PDG,LL,IPK_M
3306,L,KOM,G3,SMTA,PDG,PDG,IPK_M
5631,P,HUK,G7,SRJN,PDG,PSN,IPK_M
6058,L,HUK,G4,SRJN,LL,GRD,IPK_M
1797,L,EKO,G3,SMTA,LL,PS,IPK_M
6268,P,HUK,G4,SMTA,PDG,PDG,IPK_M
