,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,STATUS_LULUS
2177,L,AKU,G4,SRJN,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2178,P,HUK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
2179,L,HUK,G3,SRJN,PNS,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
2180,P,EKO,G3,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2181,L,AKU,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
2182,L,EKO,G7,SRJN,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
2183,P,AKU,G3,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2184,L,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2185,P,HUK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2186,L,AKU,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2187,L,EKO,G3,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2188,L,HUK,G6,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
2189,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2190,L,AKU,G3,SRJN,GRD,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2191,P,HUK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2192,L,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2193,L,HUK,G5,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
2194,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2195,P,KOM,G3,SRJN,LL,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
2196,P,HUK,G5,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2197,P,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2198,L,HUK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
2199,L,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
2200,P,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_1
2201,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LLW_1
2202,P,AKU,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_B,IPS1_SM,IPS2_M,LLW_1
2203,L,AKU,G7,SRJN,PDG,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2204,L,AKU,G7,SRJN,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
2205,P,HUK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2206,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
2207,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2208,L,KOM,G1,SRJN,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
2209,L,HUK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2210,L,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2211,L,HUK,G3,SRJN,BPN,PSN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_M,LLW_1
2212,P,KOM,G4,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
2213,P,KOM,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
2214,P,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2215,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
2216,L,AKU,G3,SMP,PDG,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LLW_1
2217,P,HUK,G4,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LLW_1
2218,L,HUK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2219,P,HUK,G5,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
2220,L,HUK,G3,LL,PDG,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
2221,L,AKU,G7,SRJN,PDG,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
2222,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
2223,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2224,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2225,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2226,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2227,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2228,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2229,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2230,P,KOM,G4,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2231,P,EKO,G3,SD,BPN,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2232,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2233,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2234,P,EKO,G2,SD,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2235,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2236,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2237,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2238,L,KOM,G3,SD,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2239,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2240,P,EKO,G3,SD,BPN,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2241,P,HUK,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LC
2242,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2243,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2244,P,AKU,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2245,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2246,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2247,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2248,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2249,P,EKO,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2250,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2251,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,LC
2252,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2253,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2254,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2255,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2256,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2257,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2258,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2259,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2260,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2261,L,EKO,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2262,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2263,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2264,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2265,L,EKO,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2266,P,HUK,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LC
2267,L,AKU,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2268,L,EKO,G4,SD,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2269,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2270,P,EKO,G3,SD,BPN,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2271,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2272,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2273,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2274,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2275,P,AKU,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2276,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2277,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2278,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2279,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2280,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2281,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2282,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2283,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2284,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2285,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2286,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2287,P,AKU,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2288,P,EKO,G2,SD,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2289,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2290,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2291,L,EKO,G4,SD,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2292,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2293,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2294,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2295,P,HUK,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LC
2296,L,EKO,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2297,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2298,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2299,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2300,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2301,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2302,P,AKU,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2303,L,KOM,G4,SMTA,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LC
2304,P,AKU,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2305,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2306,P,AKU,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2307,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2308,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2309,P,AKU,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2310,L,KOM,G4,SMTA,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LC
2311,P,AKU,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2312,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2313,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2314,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2315,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2316,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2317,P,KOM,G2,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2318,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2319,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2320,L,KOM,G3,SD,PDG,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2321,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2322,P,AKU,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2323,P,HUK,G2,SD,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2324,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2325,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2326,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2327,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2328,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2329,L,EKO,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2330,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2331,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2332,P,AKU,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2333,P,HUK,G3,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LC
2334,P,HUK,G4,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2335,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2336,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2337,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2338,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2339,P,HUK,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LC
2340,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2341,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2342,P,AKU,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2343,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2344,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2345,L,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LC
2346,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,LC
2347,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2348,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2349,L,AKU,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2350,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2351,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2352,L,KOM,G4,SMTA,PS,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LC
2353,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2354,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2355,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2356,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2357,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2358,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2359,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2360,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2361,P,HUK,G3,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LC
2362,P,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LC
2363,L,EKO,G4,SD,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2364,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2365,L,AKU,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2366,P,AKU,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2367,P,KOM,G4,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2368,P,EKO,G3,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2369,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2370,P,EKO,G2,SD,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2371,P,HUK,G3,SMTA,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LC
2372,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,LC
2373,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2374,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2375,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2376,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2377,L,KOM,G5,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2378,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2379,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2380,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2381,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2382,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2383,P,AKU,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2384,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2385,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2386,P,HUK,G5,SD,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2387,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2388,P,HUK,G5,SMTA,PDG,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_KM,LC
2389,P,AKU,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2390,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2391,P,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_M,LC
2392,P,HUK,G4,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2393,P,EKO,G6,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
2394,L,EKO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LC
2395,P,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LC
2396,P,AKU,G4,SMTA,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2397,P,EKO,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2398,P,KOM,G4,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2399,L,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2400,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
2401,P,EKO,G3,SD,BPN,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2402,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2403,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2404,L,KOM,G4,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LC
2405,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
2406,P,EKO,G2,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LC
2407,P,EKO,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LC
2408,P,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LC
2409,L,EKO,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LC
2410,P,EKO,G4,SRJN,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LC
2411,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,LC
