,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
1017,P,IF,G4,SRJN,LL,PDG,LLW
1018,P,IF,G7,SRJN,GRD,PNS,LLW
1019,L,IF,G4,SRJN,PNS,GRD,LLW
1020,L,IF,G2,LL,PDG,BPN,LLW
1021,L,IF,G4,SMTA,LL,PDG,LLW
1022,P,IF,G4,SMTA,GRD,PNS,LLW
1023,L,IF,G2,SRJN,LL,LL,LLW
1024,L,IF,G4,SRJN,GRD,GRD,LLW
1025,L,IF,G4,SMTA,LL,PS,LLW
1026,P,IF,G3,SMTA,LL,PS,LLW
1027,L,IF,G3,SD,LL,PSN,LLW
1028,L,IF,G5,SRJN,GRD,GRD,LTW
1029,P,IF,G2,SD,BPN,BPN,LLW
1030,L,IF,G4,SMTA,PDG,PSN,LLW
1031,L,IF,G2,SD,PDG,LL,LLW
1032,L,IF,G4,SRJN,GRD,GRD,LLW
1033,P,IF,G4,SRJN,GRD,PNS,LLW
1034,L,IF,G2,SMTA,LL,PDG,LLW
1035,L,IF,G4,SMTA,LL,PDG,LLW
1036,P,IF,G2,SMP,LL,PDG,LTW
1037,P,IF,G1,SMTA,PDG,PDG,LLW
1038,P,IF,G3,SMTA,PDG,PSN,LTW
1039,L,IF,G4,SRJN,GRD,GRD,LLW
1040,P,IF,G2,SMTA,LL,PDG,LLW
1041,P,IF,G4,SRJN,PNS,PS,LLW
1042,L,IF,G3,SRJN,PS,PDG,LLW
1043,L,IF,G3,SRJN,GRD,GRD,LLW
1044,L,IF,G4,SRJN,PNS,PNS,LLW
1045,P,IF,G2,SD,BPN,BPN,LLW
1046,P,IF,G3,SRJN,GRD,GRD,LLW
1047,L,IF,G3,SMTA,PNS,PDG,LLW
1048,L,IF,G3,SRJN,PS,PS,LLW
1049,L,IF,G5,SMTA,PDG,PDG,LLW
1050,L,IF,G4,SRJN,GRD,GRD,LLW
1051,P,IF,G2,SRJN,LL,PS,LLW
1052,P,IF,G3,SMTA,PSN,PSN,LLW
1053,P,IF,G4,SRJN,PS,PNS,LLW
1054,P,IF,G4,SRJN,GRD,GRD,LLW
1055,L,IF,G3,SMP,PNS,GRD,LLW
1056,L,IF,G5,SRJN,GRD,GRD,LTW
1057,L,IF,G2,SMTA,LL,PSN,LLW
1058,L,IF,G4,SMTA,LL,PS,LLW
1059,P,IF,G4,SMTA,GRD,PS,LLW
1060,P,IF,G1,SD,LL,PDG,LTW
1061,P,IF,G3,SMTA,PDG,PS,LLW
1062,L,IF,G2,SMTA,PDG,PDG,LLW
1063,L,IF,G4,SRJN,GRD,PS,LLW
1064,P,IF,G4,SRJN,GRD,GRD,LLW
1065,L,IF,G2,SMTA,LL,GRD,LLW
1066,L,IF,G4,SRJN,LL,GRD,LLW
1067,P,IF,G4,SRJN,PNS,PNS,LLW
1068,L,IF,G4,SRJN,GRD,GRD,LTW
1069,L,IF,G2,SMP,BPN,PS,LLW
1070,P,IF,G4,SRJN,GRD,GRD,LLW
1071,P,IF,G4,SMTA,GRD,BPN,LLW
1072,L,IF,G4,SMP,LL,PS,LLW
1073,P,IF,G4,SMTA,LL,GRD,LLW
1074,L,IF,G2,SRJN,GRD,LL,LLW
1075,P,IF,G2,SMP,BPN,BPN,LLW
1076,P,IF,G4,SRJN,LL,GRD,LTW
1077,P,IF,G2,LL,LL,PS,LLW
1078,P,IF,G3,SMTA,PNS,PSN,LLW
1079,P,IF,G2,SMTA,BPN,PDG,LLW
1080,P,IF,G4,SMTA,LL,GRD,LLW
1081,L,IF,G2,SMTA,LL,PSN,LLW
1082,L,IF,G4,SRJN,GRD,PNS,LTW
1083,P,IF,G4,SRJN,GRD,GRD,LLW
1084,P,IF,G4,SRJN,GRD,GRD,LLW
1085,L,IF,G4,SRJN,GRD,LL,LTW
1086,P,IF,G4,SRJN,GRD,GRD,LLW
1087,P,IF,G3,SMTA,LL,PS,LLW
1088,L,IF,G4,SRJN,GRD,PNS,LLW
1089,L,IF,G4,SMTA,PDG,GRD,LLW
1090,L,IF,G3,LL,LL,LL,LLW
1091,P,IF,G2,SMP,BPN,BPN,LLW
1092,P,IF,G2,SMTA,LL,PS,LLW
1093,L,IF,G3,SMP,PDG,PNS,LLW
1094,L,IF,G4,SRJN,GRD,LL,LLW
1095,L,IF,G4,SMTA,LL,PNS,LLW
1096,P,IF,G5,SRJN,GRD,GRD,LLW
1097,P,IF,G3,SRJN,GRD,PDG,LLW
1098,L,IF,G5,SRJN,LL,PS,LLW
1099,P,IF,G3,SRJN,PDG,PDG,LLW
1100,L,IF,G3,SMTA,LL,PSN,LLW
1101,P,IF,G3,SRJN,LL,PNS,LLW
1102,P,IF,G5,SRJN,PNS,PS,LTW
1103,L,IF,G3,SMTA,LL,BPN,LLW
1104,L,IF,G4,SRJN,PNS,PNS,LLW
1105,P,IF,G5,SMTA,LL,PDG,LLW
1106,P,IF,G4,SRJN,GRD,PNS,LTW
1107,P,IF,G2,SMTA,PDG,PDG,LLW
1108,P,IF,G3,SRJN,GRD,PSN,LLW
1109,L,IF,G3,SMTA,LL,PSN,LLW
1110,P,IF,G4,SRJN,GRD,GRD,LLW
1111,P,IF,G4,SRJN,PNS,PS,LLW
1112,P,IF,G4,SMTA,PDG,PDG,LLW
1113,P,IF,G4,SRJN,GRD,PSN,LLW
1114,P,IF,G4,SRJN,GRD,GRD,LLW
1115,L,IF,G4,SRJN,PNS,PSN,LLW
1116,L,IF,G5,SRJN,ABRI,PSN,LLW
1117,P,IF,G4,SMTA,GRD,GRD,LLW
1118,P,IF,G4,SRJN,GRD,PS,LTW
1119,P,IF,G3,SMTA,LL,PS,LTW
1120,L,IF,G3,SD,LL,BPN,LTW
1121,L,IF,G4,SMTA,LL,ABRI,LC
1122,P,IF,G1,SMTA,LL,BPN,LLW
1123,L,IF,G5,SRJN,PNS,GRD,LTW
1124,L,IF,G4,SMTA,PDG,ABRI,LLW
1125,L,IF,G4,SRJN,LL,GRD,LLW
1126,L,IF,G3,SRJN,GRD,BPN,LC
1127,L,IF,G5,SMTA,PS,ABRI,LLW
1128,L,IF,G4,SMTA,LL,PDG,LTW
1129,P,IF,G5,SRJN,PS,PNS,LTW
1130,L,IF,G3,SD,LL,PSN,LTW
1131,P,IF,G4,SMTA,PDG,GRD,LLW
1132,P,IF,G4,SRJN,GRD,GRD,LTW
1133,L,IF,G4,SRJN,LL,PS,LLW
