,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
522,P,MTK,G3,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
523,L,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
524,P,MTK,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
525,P,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
526,L,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
527,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
528,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
529,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
530,P,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
531,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
532,P,MTK,G4,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
533,P,MTK,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
534,L,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,IPK_SM
535,L,MTK,G3,SMTA,PSN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
536,P,MTK,G3,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
537,L,MTK,G3,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
538,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
539,L,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
540,L,MTK,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
541,L,MTK,G2,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
542,P,MTK,G3,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
543,L,MTK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
544,P,MTK,G4,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
545,P,MTK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
546,P,MTK,G6,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
547,P,MTK,G7,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
548,P,MTK,G2,SMTA,PSN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
549,P,MTK,G2,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
550,L,MTK,G2,SRJN,PSN,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
551,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
552,P,MTK,G2,LL,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
553,P,MTK,G2,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
554,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
555,P,MTK,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
556,P,MTK,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
557,P,MTK,G3,SD,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
558,P,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
559,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
560,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
561,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
562,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
563,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
564,P,MTK,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
565,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
566,P,MTK,G4,SMTA,PNS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
567,P,MTK,G4,SRJN,PSN,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
568,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
569,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
570,P,MTK,G2,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
571,P,MTK,G1,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
572,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
573,L,MTK,G5,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
574,P,MTK,G4,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
575,P,MTK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
576,P,MTK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
577,P,MTK,G5,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
578,P,MTK,G3,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
579,P,MTK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
580,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_SM
581,P,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
582,P,MTK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
583,P,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
584,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
585,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
586,P,MTK,G7,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
587,P,MTK,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
588,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
589,P,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
590,P,MTK,G2,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
591,P,MTK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
592,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
593,P,MTK,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
594,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
595,P,MTK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
596,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
597,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
598,P,MTK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
599,L,MTK,G1,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
600,P,MTK,G2,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
601,P,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
602,P,MTK,G6,SMP,PDG,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
603,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
604,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
605,P,MTK,G4,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
606,L,MTK,G4,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
607,P,MTK,G2,SMTA,BPN,LL,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
608,P,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
609,L,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
610,P,MTK,G2,SMTA,GRD,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
611,L,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
612,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
613,P,MTK,G4,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_SM
614,P,BIO,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
615,L,BIO,G3,SMP,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
616,P,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_M
617,P,BIO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_SM
618,P,BIO,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
619,P,BIO,G3,LL,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
620,P,BIO,G3,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
621,L,BIO,G2,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,IPK_M
622,P,BIO,G2,SD,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
623,P,BIO,G3,SMTA,LL,LL,SKS1_SB,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
624,P,BIO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
625,P,BIO,G4,SMP,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_M
626,L,BIO,G2,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
627,P,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
628,P,BIO,G1,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
629,P,BIO,G3,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
630,P,BIO,G3,SMP,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
631,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
632,L,BIO,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
633,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
634,P,BIO,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
635,P,BIO,G3,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
636,L,BIO,G1,SRJN,GRD,PNS,SKS1_C,SKS2_SB,IPS1_KM,IPS2_KM,IPK_KM
637,P,BIO,G3,LL,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
638,L,BIO,G4,SRJN,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
639,P,BIO,G2,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
640,P,BIO,G2,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
641,L,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
642,L,BIO,G2,SMP,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
643,L,BIO,G1,LL,BPN,BPN,SKS1_B,SKS2_K,IPS1_KM,IPS2_SM,IPK_M
644,P,BIO,G2,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
645,P,BIO,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
646,P,BIO,G2,SRJN,GRD,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
647,P,BIO,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
648,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
649,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
650,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
651,P,BIO,G2,SD,PDG,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
652,P,BIO,G2,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
653,P,BIO,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
654,L,BIO,G2,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,IPK_M
655,L,BIO,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
656,L,BIO,G1,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
657,P,BIO,G1,SMTA,BPN,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
658,P,BIO,G1,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
659,P,BIO,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
660,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
661,P,BIO,G2,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
662,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
663,P,BIO,G1,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
664,P,BIO,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
665,P,BIO,G3,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
666,P,BIO,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
667,L,BIO,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
668,P,BIO,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
669,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
670,L,BIO,G1,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
671,L,BIO,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
672,P,BIO,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
673,P,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
674,P,BIO,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
675,P,BIO,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
676,P,BIO,G2,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
677,L,BIO,G2,SMP,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
678,P,BIO,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
679,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
680,P,BIO,G3,SRJN,PNS,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
681,P,BIO,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
682,P,BIO,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
683,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
684,P,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
685,P,BIO,G2,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
686,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
687,L,BIO,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
688,P,BIO,G2,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
689,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
690,P,BIO,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
691,P,BIO,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
692,P,BIO,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_CUM
693,L,BIO,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
694,P,BIO,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
695,P,BIO,G1,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
696,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
697,P,BIO,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
698,P,BIO,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
699,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
700,P,BIO,G1,SD,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
701,P,BIO,G2,SMP,PS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
702,L,BIO,G2,SMTA,BPN,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
703,P,BIO,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
704,P,BIO,G3,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
705,L,BIO,G4,SRJN,GRD,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
706,P,BIO,G1,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
707,P,BIO,G1,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
708,P,BIO,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
709,L,BIO,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
710,P,BIO,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_CUM
711,P,BIO,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
712,P,BIO,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
713,P,BIO,G3,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
714,L,BIO,G3,SMTA,PNS,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
715,P,BIO,G1,SD,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_CUM
716,P,BIO,G3,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
717,P,BIO,G3,SD,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
718,P,BIO,G2,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
719,L,BIO,G2,SRJN,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_CUM
720,P,BIO,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
721,P,BIO,G2,SD,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
722,P,BIO,G2,SMTA,PS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
723,P,BIO,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
724,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
725,P,BIO,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
726,P,BIO,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
727,P,BIO,G2,SD,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
728,P,BIO,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
729,P,BIO,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
730,P,BIO,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
731,P,BIO,G3,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
732,P,BIO,G3,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
733,P,BIO,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
734,L,BIO,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
735,P,BIO,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
736,P,BIO,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
737,P,BIO,G3,SD,BPN,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
738,P,BIO,G2,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,IPK_CUM
739,P,BIO,G3,SMTA,LL,LL,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_SM
740,P,BIO,G2,LL,PDG,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
741,P,BIO,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
742,P,BIO,G2,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
743,P,BIO,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
744,P,BIO,G2,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
745,P,BIO,G3,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
746,P,BIO,G4,SRJN,PS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
747,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
748,P,BIO,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
749,P,BIO,G3,SMTA,PNS,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
750,L,BIO,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
751,L,BIO,G3,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
752,P,BIO,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
753,P,BIO,G2,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,IPK_CUM
754,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
755,P,BIO,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
